udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,twf,hdf,pwf,osf,rnf,noise_flags,temp_difference,temp_ratio,temp_excess,power_w,power_per_tool_wear,torque_speed_product,wear_ratio,wear_level,wear_exponential,tool_wear_min_rolling_mean_5,tool_wear_min_rolling_std_5,tool_wear_min_rolling_min_5,tool_wear_min_rolling_max_5,rotational_speed_rpm_rolling_mean_5,rotational_speed_rpm_rolling_std_5,rotational_speed_rpm_rolling_min_5,rotational_speed_rpm_rolling_max_5,torque_nm_rolling_mean_5,torque_nm_rolling_std_5,torque_nm_rolling_min_5,torque_nm_rolling_max_5,process_temperature_k_rolling_mean_5,process_temperature_k_rolling_std_5,process_temperature_k_rolling_min_5,process_temperature_k_rolling_max_5,health_index,health_grade,failure_risk_score,power_anomaly_score,speed_stability,torque_variability,temp_torque_interaction,power_wear_interaction,critical_stress_indicator,product_age,udi_rank
4851,L52030,L,303.5,312.0,1441,56.8,88,0,0,0,0,0,0,0,8.5,1.0280065863986603,0.0,8571.632037533513,96.31047233183722,81848.8,0.35772357578161146,0.0,0.43007025978497815,81.2,5.263078946776392,75.0,88.0,1459.0,56.94295391003184,1397.0,1548.0,46.14,9.110049396133912,33.5,56.8,311.94,0.08944271910198791,311.8,312.0,0.3352504933303615,Good,0,1.2031411303980062,-0.034052344814156976,1.0947455407624926,7.271084227845116,3066.274862750708,0.3193472731795488,0,4274
4853,L52032,L,303.7,312.2,1619,34.9,92,0,0,0,0,0,0,0,8.5,1.0279881428120246,0.0,5917.2985087131365,63.62686568508749,56503.1,0.37398373831713927,0.0,0.4535135136888728,84.6,5.727128425310619,78.0,92.0,1473.2,86.08251855051644,1397.0,1619.0,46.42,8.633481337212693,34.9,56.8,312.02000000000004,0.10954451150272632,311.9,312.2,0.26085742631154557,Good,0,1.2048473592162816,-0.026148257870646896,1.0961065190068167,4.46762041464427,2212.973417026972,0.17153666048246713,0,4275
4854,L52033,L,303.7,312.2,1487,34.0,94,0,0,0,0,0,0,0,8.5,1.0279881428120246,0.0,5294.696715817694,55.73364964018625,50558.0,0.3821138195849032,0.0,0.4653788644554815,87.8,5.585696017507658,80.0,94.0,1483.8,83.26583933402705,1397.0,1619.0,44.3,10.327390764370245,34.0,56.8,312.08000000000004,0.10954451150276913,312.0,312.2,0.29691462727414264,Good,0,1.266886839054425,-0.006194858355547561,1.1191016734568509,4.35240957300588,2023.1767856247418,0.17470404034372033,0,4276
4855,L52034,L,303.7,312.2,1568,33.8,96,0,0,0,0,0,0,0,8.5,1.0279881428120246,0.0,5550.268096514745,57.21925872695613,52998.399999999994,0.3902439008526671,0.0,0.47734107469225573,91.0,4.472135954999682,85.0,96.0,1518.0,73.21202087089256,1441.0,1619.0,40.48,9.873550526532984,33.8,56.8,312.12,0.10954451150279766,312.0,312.2,0.2836719662992968,Good,0,1.206048767819872,-0.002499073939336016,1.0874582237523729,4.326807163752903,2165.9582727620214,0.17496881387814286,0,4277
4856,L52035,L,303.7,312.3,1375,46.2,98,0,0,0,0,0,0,0,8.600000000000023,1.0283174151191392,0.0,6652.6683981233255,67.1986706881144,63525.00000000001,0.39837398212043096,0.0,0.489400935084372,93.6,3.847076812334389,88.0,98.0,1498.0,97.51922887307921,1375.0,1619.0,41.14,10.181257289745693,33.8,56.8,312.18,0.10954451150284046,312.0,312.3,0.2782609225562609,Good,0,1.0904409957355252,0.3509644622341892,0.951412363286922,5.9837348496425635,2650.2500014871375,0.20572087575864564,0,4278
4857,M19716,M,303.6,312.3,1698,31.3,100,0,0,0,0,0,0,0,8.699999999999989,1.028656123094018,0.0,5565.872151474531,55.10764506410427,53147.4,0.4065040633881949,1.0,0.5015592427715434,96.0,3.162277660168527,92.0,100.0,1549.4,124.07779817517718,1375.0,1698.0,36.040000000000006,5.834637949350382,31.3,46.2,312.24,0.05477225575421826,312.2,312.3,0.2813168065715457,Good,0,1.0864218444558595,0.19867444393349631,0.9757036169062627,4.101054155104601,2262.5496458735915,0.1740039760998055,0,4279
4858,L52037,L,303.7,312.3,1606,37.4,103,0,0,0,0,0,0,0,8.600000000000023,1.0283174151191392,0.0,6290.256367292224,60.48323430088677,60064.399999999994,0.41869918528984074,1.0,0.5199830527505942,98.2,3.4928498393147294,94.0,103.0,1546.8,122.37932831977795,1375.0,1698.0,36.54,5.819621980850616,31.3,46.2,312.26,0.05477225575424162,312.2,312.3,0.26184492662059333,Good,0,1.0330248167862037,0.16517100808823582,0.944501513911486,4.843975830663027,2633.7252162494874,0.18303863855964708,0,4280
4859,L52038,L,303.7,312.3,1349,51.0,105,0,0,0,0,0,0,0,8.600000000000023,1.0283174151191392,0.0,7204.989108579089,67.97159536395367,68799.0,0.4268292665576046,1.0,0.5323910089961572,100.4,3.6469165057622197,96.0,105.0,1519.2,151.36611245585985,1349.0,1698.0,39.94,8.371260359109598,31.3,51.0,312.28,0.04472135955459262,312.2,312.3,0.31022782336705823,Good,0,1.056723021176056,0.089920243647027,0.996586437919911,6.605421587267764,3075.300216770342,0.24839585334886133,0,4281
4860,L52039,L,303.7,312.4,1535,38.6,107,0,0,0,0,0,0,0,8.699999999999989,1.0286466874262539,0.0,6205.072888739946,57.45437859944395,59251.0,0.4349593478253685,1.0,0.5449002541198518,102.6,3.6469165057622197,98.0,107.0,1512.6,149.4131854957922,1349.0,1698.0,40.9,7.74273853361973,31.3,51.0,312.32000000000005,0.04472135955466252,312.3,312.4,0.27628765002094396,Good,0,0.9705760518800445,0.13447637559794734,0.91082181441604,5.0575300443143005,2698.9544568952024,0.19051914640931314,0,4282
4861,M19720,M,303.6,312.4,1504,49.5,109,0,0,0,0,0,0,0,8.799999999999955,1.0289855038570963,0.0,7796.581769436997,70.87801608579089,74448.0,0.4430894290931324,1.0,0.5575116149650863,104.8,3.4928498393147294,100.0,109.0,1538.4,129.52721721707763,1349.0,1698.0,41.56,8.418610336629188,31.3,51.0,312.34000000000003,0.05477225575435124,312.3,312.4,0.3298706785339768,Good,0,1.069013674337301,0.14067108636889936,0.9589620608986971,6.5602408650565796,3454.5829650977635,0.2858105258958706,0,4283
4863,L52042,L,303.5,312.1,1326,55.7,114,0,0,0,0,0,0,0,8.600000000000023,1.0283360756891728,0.0,7734.814845844504,67.25925952908264,73858.2,0.46341463226254215,1.0,0.5894922605745718,107.6,4.219004621945909,103.0,114.0,1464.0,121.52571744285247,1326.0,1606.0,46.44,8.048167493286902,37.4,55.7,312.3,0.12247448714084212,312.1,312.4,0.3435432609273489,Good,0,0.90861610766119,0.031004475027535783,0.9361071223656613,7.214156517859108,3584.4263774058822,0.2952987597786008,0,4284
4865,L52044,L,303.6,312.3,1451,43.4,119,0,0,0,0,0,0,0,8.699999999999989,1.028656123094018,0.0,6594.901977211796,54.95751647676497,62973.4,0.48373983543195187,1.0,0.6221295701111655,110.8,5.6745043836445275,105.0,119.0,1433.0,92.56619253269531,1326.0,1535.0,47.64,6.6972382367659575,38.6,55.7,312.3,0.12247448714084212,312.1,312.4,0.29752763077793115,Good,0,0.8918159532793212,0.07502037344787638,0.9055455845276288,5.686445697493279,3190.216797146288,0.21805493296499928,0,4285
4866,M19725,M,303.5,312.3,1624,34.8,121,0,0,0,0,0,0,0,8.800000000000011,1.0289950542701976,0.0,5918.565683646112,48.512833472509115,56515.2,0.4918699166997158,1.0,0.6353713708629245,114.0,6.082762530298299,107.0,121.0,1488.0,110.19754988201879,1326.0,1624.0,44.4,8.374067112222109,34.8,55.7,312.3,0.12247448714084212,312.1,312.4,0.29957283311791694,Good,0,0.8170108581505473,0.01795398258201919,0.8965106049152726,4.612048123312533,2911.1644097968097,0.1970376256706527,0,4286
4867,L52046,L,303.6,312.4,1781,28.7,124,0,0,0,0,0,0,0,8.799999999999955,1.0289855038570963,0.0,5352.997235254691,42.82397788203753,51114.7,0.5040650386013616,1.0,0.6554370269647414,117.4,5.941380311005259,109.0,124.0,1537.2,173.28502531955846,1326.0,1781.0,42.42,10.882876457995831,28.7,55.7,312.3,0.12247448714084212,312.1,312.4,0.3143378066570079,Good,0,0.8460073618282247,-0.19412299323089588,0.973106312278944,3.803614400547956,2698.258758021638,0.18699237805535723,0,4287
4868,L52047,L,303.6,312.5,1345,54.1,126,0,0,0,0,0,0,0,8.899999999999977,1.029314884620175,0.0,7620.2768934316355,60.00218026324122,72764.5,0.5121951198691256,1.0,0.6689507238185932,120.8,4.658325879540948,114.0,126.0,1505.4,194.22486967430308,1326.0,1781.0,43.339999999999996,11.787832710044706,28.7,55.7,312.32000000000005,0.1483239697433055,312.1,312.5,0.356113563213671,Good,0,0.9145930697344513,-0.22156032085282806,1.0560814045602256,7.2513553124795695,3903.0686368671445,0.3015709710172286,0,4288
4869,L52048,L,303.6,312.4,1418,46.0,128,0,0,0,0,0,0,0,8.799999999999955,1.0289855038570963,0.0,6831.0154155495975,52.9536078724775,65228.0,0.5203252011368894,1.0,0.6825747359545626,123.6,3.6469165057622255,119.0,128.0,1523.8,176.53243328068643,1345.0,1781.0,41.4,9.890652152411379,28.7,54.1,312.38,0.08366600265589397,312.3,312.5,0.32130534644774866,Good,0,0.8345796737965818,-0.1412875033736758,0.9694278423994076,6.096385450355609,3554.3494700650363,0.24391217830118606,0,4289
4870,L52049,L,303.7,312.4,1718,26.5,130,0,0,0,0,0,0,0,8.699999999999989,1.0286466874262539,0.0,4767.82422922252,36.395604803225346,45527.0,0.5284552824046533,1.0,0.696309963900581,125.8,3.4928498393147356,121.0,130.0,1577.2,188.9515810994976,1345.0,1781.0,38.019999999999996,11.74934040701859,26.5,54.1,312.4,0.07071067812160435,312.3,312.5,0.34771680691786216,Good,0,1.0436090640557318,-0.24443528922647295,1.125906596661025,3.4721385019256203,2519.5818995095356,0.18423671708923983,0,4290
4871,M19730,M,303.7,312.4,1631,28.5,132,0,0,0,0,0,0,0,8.699999999999989,1.0286466874262539,0.0,4867.993884048257,36.60145777479893,46483.5,0.5365853636724173,1.0,0.710157315535787,128.0,3.1622776601685336,124.0,132.0,1578.6,189.41040098157234,1345.0,1781.0,36.760000000000005,12.495119047051922,26.5,54.1,312.41999999999996,0.044721359554684786,312.4,312.5,0.3523426447454633,Good,0,1.1509344785177442,-0.1988669427548544,1.1762134708933925,3.7341866907501955,2612.0942686271374,0.19060992084969347,0,4291
4872,L52051,L,303.7,312.4,1513,40.1,135,0,0,0,0,0,0,0,8.699999999999989,1.0286466874262539,0.0,6353.8140918230565,46.719221263404826,60671.3,0.5487804855740631,1.0,0.7311405791448595,130.2,3.4928498393147382,126.0,135.0,1525.0,152.05097829346582,1345.0,1718.0,39.04,11.66953298122936,26.5,54.1,312.41999999999996,0.044721359554684786,312.4,312.5,0.30615937308145247,Good,0,1.1495278770779458,-0.1998837998252252,1.1740205817335025,5.254066185932731,3486.8491825579817,0.2161784161503632,0,4292
4873,L52052,L,303.7,312.4,1316,59.3,137,0,0,0,0,0,0,0,8.699999999999989,1.0286466874262539,0.0,8172.629021447721,59.22194943078059,78038.8,0.5569105668418269,1.0,0.7452722607593865,132.4,3.646916505762231,128.0,137.0,1519.2,160.92762348335356,1316.0,1718.0,40.08,13.44403213325525,26.5,59.3,312.4,6.464660115812265e-07,312.4,312.4,0.3906702680971663,Good,0,1.2061650236384631,-0.3128810004267022,1.3108751623618136,7.769728798648652,4551.423460922416,0.3548153608501986,0,4293
4874,M19733,M,303.7,312.4,1474,38.8,139,0,0,0,0,0,0,0,8.699999999999989,1.0286466874262539,0.0,5989.359919571045,42.78114228265032,57191.2,0.5650406481095909,1.0,0.7595193024016667,134.6,3.646916505762231,130.0,139.0,1530.4,153.9197843033832,1316.0,1718.0,38.64,13.030656161529233,26.5,59.3,312.4,6.464660115812265e-07,312.4,312.4,0.32803103011354057,Good,0,1.1172220741957082,-0.218246307309929,1.1976193565934894,5.083734863196757,3384.2318107160304,0.21833612937626296,0,4294
4875,L52054,L,303.8,312.5,1619,30.9,142,0,0,0,0,0,0,0,8.699999999999989,1.0286372579702525,0.0,5239.0981065683645,36.63704969628227,50027.1,0.5772357700112367,1.0,0.781108227006523,137.0,3.8078865529320867,132.0,142.0,1510.6,127.92693226994862,1316.0,1631.0,39.519999999999996,12.122788458106482,28.5,59.3,312.41999999999996,0.044721359554684786,312.4,312.5,0.3508629682045034,Good,0,1.152345074230371,-0.21778007131333132,1.2280783609666803,4.048644517339685,3024.1948297094023,0.2042792860345734,0,4295
4876,L52055,L,303.7,312.4,1702,31.2,144,0,0,0,0,0,0,0,8.699999999999989,1.0286466874262539,0.0,5561.159517426274,38.352824258112236,53102.4,0.5853658512790006,1.0,0.7956478055296634,139.4,3.646916505762231,135.0,144.0,1524.8,147.13157376987448,1316.0,1702.0,40.059999999999995,11.556080650462759,30.9,59.3,312.41999999999996,0.044721359554684786,312.4,312.5,0.3348789906219112,Good,0,1.1645795233999727,-0.2666816935022023,1.2494638541345728,4.087951745663372,3255.3128750165474,0.20695862092900977,0,4296
4877,M19736,M,303.7,312.4,1540,37.4,146,0,0,0,0,0,0,0,8.699999999999989,1.0286466874262539,0.0,6031.752680965147,41.03233116302821,57596.0,0.5934959325467645,1.0,0.8103060738328094,141.6,3.646916505762231,137.0,146.0,1530.2,147.08568931068726,1316.0,1702.0,39.519999999999996,11.616669057866794,30.9,59.3,312.41999999999996,0.044721359554684786,312.4,312.5,0.3302777108905703,Good,0,1.1369861401052608,-0.10031163672214793,1.1951656241032096,4.900301131019554,3579.8206822808565,0.2213874811050277,0,4297
4878,M19737,M,303.7,312.4,1546,33.7,149,0,0,0,0,0,0,0,8.699999999999989,1.0286466874262539,0.0,5456.203920911528,36.37469280607686,52100.200000000004,0.6056910544484103,1.0,0.8325181412345959,144.0,3.8078865529320867,139.0,149.0,1576.2,87.07008671179797,1474.0,1702.0,34.4,3.5825968235345256,30.9,38.8,312.41999999999996,0.044721359554684786,312.4,312.5,0.356029586799836,Good,0,1.0240239085110516,0.020077611664446438,1.0608938419855378,4.415511981694091,3304.7739061424545,0.21587728662957395,0,4298
4879,L52058,L,303.7,312.4,1348,51.0,152,0,0,0,0,0,0,0,8.699999999999989,1.0286466874262539,0.0,7199.648123324397,47.0565236818588,68748.0,0.6178861763500562,1.0,0.8550027459412024,146.6,3.974921382870486,142.0,152.0,1551.0,131.12970677920399,1348.0,1702.0,36.839999999999996,8.33324666621598,30.9,51.0,312.41999999999996,0.044721359554684786,312.4,312.5,0.3686561423808787,Good,0,1.0663368496139376,-0.05490224280011535,1.127135353713172,6.682228815026665,4448.563049986769,0.2949599239847011,0,4299
4880,H34293,H,303.7,312.5,1520,35.6,154,0,0,0,0,0,0,0,8.800000000000011,1.0289759597333685,0.0,5666.890080428954,36.560581164057766,54112.0,0.6260162576178201,1.0,0.8701455416884223,149.0,4.123105625617785,144.0,154.0,1531.2,125.65508346262803,1348.0,1702.0,37.78,7.739638234439628,31.2,51.0,312.41999999999996,0.044721359554684786,312.4,312.5,0.35696006030123445,Good,0,0.988668187196062,0.06368083677802283,1.0484500710471878,4.718072218101328,3547.5653204816813,0.22479915906723552,0,4300
4881,M19740,M,303.8,312.6,1527,41.9,159,0,0,0,0,0,0,0,8.800000000000011,1.0289664218928032,0.0,6700.454507372654,41.877840671079085,63981.299999999996,0.6463414607872299,1.0,0.9085455518278254,152.0,4.949747468305937,146.0,159.0,1496.2,83.4817345291772,1348.0,1546.0,39.92,6.8990579067,33.7,51.0,312.46,0.08944271910236126,312.4,312.6,0.346353802785982,Good,0,0.9104914664034629,0.11248538491954241,0.9766745617861553,5.55301196456308,4330.78155423362,0.25790186956723493,0,4301
4882,M19741,M,303.8,312.6,1406,47.1,162,0,0,0,0,0,0,0,8.800000000000011,1.0289664218928032,0.0,6935.175100536194,42.54708650635702,66222.6,0.6585365826888757,1.0,0.9319629965623639,155.2,5.263078946776407,149.0,162.0,1469.4,87.32582664939405,1348.0,1546.0,41.86,7.361589502274614,33.7,51.0,312.5,0.1000000000021308,312.4,312.6,0.3676853984108842,Good,0,0.9371893301310162,0.07602697808876335,1.0069631690595449,6.24216858069024,4567.066511056085,0.2833766626725302,0,4302
4883,L52062,L,303.7,312.5,1462,46.2,165,0,0,0,0,0,0,0,8.800000000000011,1.0289759597333685,0.0,7073.600871313673,42.612053441648634,67544.40000000001,0.6707317045905216,1.0,0.9556677683231662,158.4,5.412947441089841,152.0,165.0,1452.6,76.2876136735186,1348.0,1527.0,44.36,5.868815894198746,35.6,51.0,312.52000000000004,0.08366600265594874,312.4,312.6,0.37282906789775927,Good,0,0.7331228822955344,0.21222521135087336,0.7585712278553575,6.122891474052848,4744.488370009219,0.2930762212273222,0,4303
4884,M19743,M,303.8,312.6,1684,29.3,167,0,0,0,0,0,0,0,8.800000000000011,1.0289664218928032,0.0,5167.267091152816,30.75754220924295,49341.200000000004,0.6788617858582854,1.0,0.9716323148069574,161.4,5.128352561983336,154.0,167.0,1519.8,104.04902690558922,1406.0,1684.0,40.02,7.521768409091033,29.3,47.1,312.56,0.05477225575441805,312.5,312.6,0.3808492645429108,Good,0,0.801132025167746,0.12011302510560129,0.8347837480383286,3.8831324716395756,3507.860165506748,0.21869774188202562,0,4304
4885,H34298,H,303.8,312.5,1655,28.0,170,0,0,0,0,0,0,0,8.699999999999989,1.0286372579702525,0.0,4852.96581769437,28.379917062540176,46340.0,0.6910569077599312,1.0,0.9958238205976391,164.6,4.2778499272416095,159.0,170.0,1546.8,120.35239922826645,1406.0,1684.0,38.5,9.21547611358197,28.0,47.1,312.56,0.05477225575441805,312.5,312.6,0.3975877673183492,Good,0,0.8553869994459816,0.09292817120745844,0.8742548014709827,3.6686746435440516,3353.6755514405177,0.21442257808609744,0,4305
4886,H34299,H,303.8,312.5,1748,25.1,175,0,0,0,0,0,0,0,8.699999999999989,1.0286372579702525,0.0,4594.797252010724,26.106802568242752,43874.8,0.711382110929341,1.0,1.0368044037870194,167.8,4.969909455915774,162.0,175.0,1591.0,148.5429230895906,1406.0,1748.0,35.14,10.62134643065557,25.1,47.1,312.54,0.0547722557543947,312.5,312.6,0.4072580843318965,Fair,0,0.9669706906006997,0.03199464105790184,0.9590965819395446,3.288704769748418,3268.6565684277243,0.20795354773528824,0,4306
4887,L52066,L,303.8,312.5,1372,45.7,180,0,0,0,0,0,0,0,8.699999999999989,1.0286372579702525,0.0,6566.311997319035,36.277966836016766,62700.4,0.7317073140987508,1.0,1.078626448122023,171.4,6.1073725938410695,165.0,180.0,1584.2,159.50297802862502,1372.0,1748.0,34.86,10.23879875766683,25.1,46.2,312.52,0.0447213595547229,312.5,312.6,0.37634334743953485,Good,0,0.9856625662640736,-0.056853473128091636,0.9993222993523022,5.987801114641542,4804.618515092715,0.2746224422029241,0,4307
4888,L52067,L,303.7,312.5,1481,33.3,182,0,0,0,0,0,0,0,8.800000000000011,1.0289759597333685,0.0,5164.764158847184,28.222754966378055,49317.299999999996,0.7398373953665146,1.0,1.0955947333752665,174.8,6.379655163094707,167.0,182.0,1588.0,156.05287565437567,1372.0,1748.0,32.28,8.060521074967784,25.1,45.7,312.52,0.0447213595547229,312.5,312.6,0.4134854714650558,Fair,0,1.0084851310984737,-0.06102396324755377,1.0018693799578067,4.413252945583546,3821.0856629638283,0.23732364860766153,0,4308
4889,L52068,L,303.7,312.4,1512,39.2,184,0,0,0,0,0,0,0,8.699999999999989,1.0286466874262539,0.0,6207.1045576407505,33.55191652778784,59270.4,0.7479674766342785,1.0,1.112701534476173,178.2,5.674504383644527,170.0,184.0,1553.6,148.36879725872294,1372.0,1748.0,34.260000000000005,8.356015797017129,25.1,45.7,312.48,0.0447213595547229,312.4,312.5,0.37172464866049876,Good,0,0.9206944421689356,0.047448808172081636,0.8802124005992207,5.136144500961673,4642.712333183682,0.2564133825853214,0,4309
4890,L52069,L,303.7,312.5,1632,36.6,186,0,0,0,0,0,0,0,8.800000000000011,1.0289759597333685,0.0,6255.361930294906,33.45113331708506,59731.200000000004,0.7560975579020425,1.0,1.1299479821600973,181.4,4.2190046219459125,175.0,186.0,1549.0,144.75151121836356,1372.0,1748.0,35.980000000000004,7.595854132354032,25.1,45.7,312.48,0.0447213595547229,312.4,312.5,0.36510488216914994,Good,0,0.9234690765868051,0.02102737581991354,0.8785807101683534,4.850602336587321,4729.6638792893855,0.2538051032742809,0,4310
4891,L52070,L,303.7,312.4,1525,43.9,188,0,0,0,0,0,0,0,8.699999999999989,1.0286466874262539,0.0,7011.090398793565,37.09571639573315,66947.5,0.7642276391698064,1.0,1.147335216392836,184.0,3.162277660168531,180.0,188.0,1504.4,93.32898799408481,1372.0,1632.0,39.739999999999995,5.110088061863499,33.3,45.7,312.46,0.0547722557543947,312.4,312.5,0.3927615027677535,Good,0,0.9563962777102006,0.020726333412494746,0.8950873421313114,5.751957744699424,5358.069063476103,0.3060164318863026,0,4311
4892,M19751,M,303.7,312.3,1756,26.4,190,0,0,0,0,0,0,0,8.600000000000023,1.0283174151191392,0.0,4854.892761394101,25.41828670886964,46358.399999999994,0.7723577204375702,1.0,1.1648643864459785,186.0,3.162277660168531,182.0,190.0,1581.2,113.0517580579799,1481.0,1756.0,35.88,6.5648305385592245,26.4,43.9,312.41999999999996,0.08366600265595893,312.3,312.5,0.41356491338672513,Fair,0,0.9524355752088405,-0.01673398217444233,0.8845218232320429,3.4192770569386073,3749.713906159209,0.22312775451030617,0,4312
4894,M19753,M,303.8,312.5,1448,44.3,195,0,0,0,0,0,0,0,8.699999999999989,1.0286372579702525,0.0,6717.744638069705,34.27420733709033,64146.399999999994,0.79268292360698,1.0,1.2093159077510554,188.6,4.2190046219459125,184.0,195.0,1574.6,121.04461987217779,1448.0,1756.0,38.08,7.287454974131904,26.4,44.3,312.41999999999996,0.08366600265595893,312.3,312.5,0.39522645888398183,Good,0,0.9034688498578399,-0.028488362251433363,0.8558503238169233,5.8043673824643385,5325.041459750208,0.29505281969996383,0,4313
4895,H34308,H,303.8,312.5,1447,46.6,198,0,0,0,0,0,0,0,8.699999999999989,1.0286372579702525,0.0,7061.641253351207,35.48563443895079,67430.2,0.8048780455086259,1.0,1.2364237402685183,191.4,4.97995983919559,186.0,198.0,1561.6,132.40581558224704,1447.0,1756.0,39.559999999999995,8.258510761632502,26.4,46.6,312.43999999999994,0.08944271910237517,312.3,312.5,0.4124077638462797,Fair,0,0.967178746317233,-0.034623596468352336,0.9051239027448791,6.105722799612601,5683.760010080402,0.3236404157787671,0,4314
4896,M19755,M,303.8,312.4,1597,33.4,203,0,0,0,0,0,0,0,8.599999999999966,1.028308094047702,0.0,5586.021280160858,27.38245725569048,53339.799999999996,0.8252032486780356,2.0,1.2823446017137612,194.8,6.05805249234446,188.0,203.0,1554.6,128.624647715747,1447.0,1756.0,38.92,8.659503449967547,26.4,46.6,312.41999999999996,0.08366600265595893,312.3,312.5,0.41197608519503515,Fair,0,0.9015615458384438,-0.007239436789727938,0.8527136751243442,4.325903549308665,4609.6029075733795,0.25574365013460765,0,4315
4897,M19756,M,303.7,312.4,1642,32.3,206,0,0,0,0,0,0,0,8.699999999999989,1.0286466874262539,0.0,5554.2685991957105,26.83221545505174,53036.6,0.8373983705796815,2.0,1.3103484806490155,198.4,6.348228099241622,190.0,206.0,1578.0,132.47830010986712,1447.0,1756.0,36.599999999999994,8.544881508833218,26.4,46.6,312.41999999999996,0.08366600265595893,312.3,312.5,0.4149688325720857,Fair,0,0.7764747772323528,0.10462445058432646,0.7445983825720185,4.232078249516888,4651.135474728378,0.2561371802505526,0,4316
4898,H34311,H,303.8,312.5,1525,38.0,209,0,0,0,0,0,0,0,8.699999999999989,1.0286372579702525,0.0,6068.825402144772,28.89916858164177,57950.0,0.8495934924813273,2.0,1.3386959611748583,202.2,5.718391382198398,195.0,209.0,1531.8,87.54256107745545,1447.0,1642.0,38.92,6.3849040713232235,32.3,46.6,312.4599999999999,0.05477225575439469,312.4,312.5,0.4067093948748102,Fair,0,0.7587028666483457,0.2292197630611421,0.687035113700582,4.978915587666927,5156.034568667573,0.2742957729665388,0,4317
4899,H34312,H,303.6,312.4,1460,53.7,214,0,0,0,0,0,0,0,8.799999999999955,1.0289855038570963,0.0,8210.665214477212,38.18914053245215,78402.0,0.869918695650737,2.0,1.3867167951795825,206.0,6.0415229867973625,198.0,214.0,1534.2,84.79209868849821,1447.0,1642.0,40.8,9.15013661100204,32.3,53.7,312.43999999999994,0.05477225575441804,312.4,312.5,0.4772053483753558,Fair,0,0.9531459327834428,0.2137284538238543,0.8630554446496881,7.116867362697744,7142.611173802895,0.4354255549425154,0,4318
4901,L52080,L,303.6,312.4,1388,41.9,221,0,0,0,0,0,0,0,8.799999999999955,1.0289855038570963,0.0,6090.52446380697,27.434794882013378,58157.2,0.8983739800879107,2.0,1.4556069972831938,210.6,7.092249290598924,203.0,221.0,1522.4,102.26583007045912,1388.0,1642.0,39.86,8.63209128774713,32.3,53.7,312.41999999999996,0.044721359554808694,312.4,312.5,0.4313587495011261,Fair,0,0.9558594542436851,0.11520322153499862,0.8670615183988575,5.553011964563044,5471.5687033730555,0.2919601449929111,0,4319
4902,M19761,M,303.6,312.3,1630,32.4,223,0,0,0,0,0,0,0,8.699999999999989,1.028656123094018,0.0,5530.747319034853,24.690836245691308,52812.0,0.9065040613556745,2.0,1.4756526577420068,214.6,7.368853370776281,206.0,223.0,1529.0,109.11920087683937,1388.0,1642.0,39.66,8.828533287018852,32.3,53.7,312.4,0.07071067812170634,312.3,312.5,0.4374627535939232,Fair,0,0.9902498614486748,0.11656584925186098,0.8983793825055615,4.245180658958116,5013.644907037103,0.2688779367866119,0,4320
4903,L52082,L,303.6,312.3,1616,29.3,226,0,0,0,0,0,0,0,8.699999999999989,1.028656123094018,0.0,4958.612600536193,21.844108372406136,47348.8,0.9186991832573204,2.0,1.5060283850800658,218.6,6.949820141557693,209.0,226.0,1523.8,102.82606673407295,1388.0,1630.0,39.06,9.528011335005846,29.3,53.7,312.38,0.08366600265599544,312.3,312.5,0.46448458734927844,Fair,0,1.0314996274728894,0.09990539215496685,0.9393759281900238,3.8390059662800256,4555.473346202058,0.2559539018942554,0,4321
4905,H34318,H,303.6,312.4,1480,50.7,2,0,0,0,0,0,0,0,8.799999999999955,1.0289855038570963,0.0,7858.16018766756,2619.38672922252,75036.0,0.008130081267763897,0.0,0.008163220124796533,177.2,98.03927784311756,2.0,226.0,1514.8,104.64798134699026,1388.0,1630.0,41.6,10.78471140086743,29.3,53.7,312.36,0.05477225575448939,312.3,312.4,0.20347591736280873,Good,0,1.0771683443595865,0.28707067464998803,0.9223653858334017,6.719277007239769,63.887480940844064,0.17769047975946078,0,4322
4906,L52085,L,303.6,312.4,1363,53.1,7,0,0,0,0,0,0,0,8.799999999999955,1.0289855038570963,0.0,7579.517845174263,947.4397306467829,72375.3,0.028455284437173642,0.0,0.02886400357291974,135.8,119.88619603607415,2.0,226.0,1495.4,124.46204240651055,1363.0,1630.0,41.480000000000004,10.618474466701885,29.3,53.1,312.36,0.05477225575448939,312.3,312.4,0.20688403688759782,Good,0,1.1417837904237182,0.2007694692972417,1.0178951348259866,7.037349291606149,215.67733618106712,0.17426044907815857,0,4323
4907,H34320,H,303.6,312.4,1436,45.6,9,0,0,0,0,0,0,0,8.799999999999955,1.0289855038570963,0.0,6857.573726541555,685.7573726541555,65481.6,0.03658536570493754,0.0,0.03726284691256487,93.4,119.7092310559215,2.0,226.0,1505.0,115.6460116043784,1363.0,1630.0,42.22,10.782717653727184,29.3,53.1,312.36,0.05477225575448939,312.3,312.4,0.17595914942014762,Excellent,0,1.1313154555738094,0.19402877613018277,1.0113950414215422,6.043373402961213,250.8868426340941,0.13409500678116607,0,4324
